All clinical codes used by this project.
NB. This file is auto-generated.
Some clinical codes become garbled when opening csv files in MS Excel. This is because Excel attempts to convert them to a number. For example SNOMED codes above 11 digits appear in scientific notation format (1.03e11) while Read codes with a trailing decimal point such as '1371.' lose the '.' and becomes 1371
To get round this we provide the clinical codes in two columns:
- The [Code] column contains the raw values and can be used if this file is viewed in a text editor or processed by statistical software.
- The [ExcelCode] column behaves when opened in Excel and is to be used if the column needs to be copy/pasted

Name,Version,Terminology,Code,ExcelCode,Description
"covid-positive-antigen-test",1,"ctv3",Y269d,Y269d,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) antigen detection result positive"
"covid-positive-antigen-test",1,"ctv3",43kB1,43kB1,"SARS-CoV-2 antigen positive "
"covid-positive-antigen-test",1,"emis",^ESCT1305304,^ESCT1305304,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) antigen detection result positive"
"covid-positive-antigen-test",1,"emis",^ESCT1348538,^ESCT1348538,"Detection of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) antigen"
"covid-positive-antigen-test",1,"readv2",43kB1,43kB1,"SARS-CoV-2 antigen positive "
"covid-positive-pcr-test",1,"ctv3",4J3R6,4J3R6,"SARS-CoV-2 RNA pos lim detect"
"covid-positive-pcr-test",1,"ctv3",Y240b,Y240b,"Severe acute respiratory syndrome coronavirus 2 qualitative existence in specimen (observable entity)"
"covid-positive-pcr-test",1,"ctv3",Y2a3b,Y2a3b,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive"
"covid-positive-pcr-test",1,"ctv3",A7952,A7952,"COVID-19 confirmed by laboratory test"
"covid-positive-pcr-test",1,"ctv3",Y228d,Y228d,"Coronavirus disease 19 caused by severe acute respiratory syndrome coronavirus 2 confirmed by laboratory test (situation)"
"covid-positive-pcr-test",1,"ctv3",Y210e,Y210e,"Detection of 2019-nCoV (novel coronavirus) using polymerase chain reaction technique"
"covid-positive-pcr-test",1,"ctv3",43hF.,43hF.,"Detection of SARS-CoV-2 by PCR "
"covid-positive-pcr-test",1,"ctv3",Y2a3d,Y2a3d,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive at the limit of detection"
"covid-positive-pcr-test",1,"emis",^ESCT1305238,^ESCT1305238,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) qualitative existence in specimen"
"covid-positive-pcr-test",1,"emis",^ESCT1348314,^ESCT1348314,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive"
"covid-positive-pcr-test",1,"emis",^ESCT1305235,^ESCT1305235,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive "
"covid-positive-pcr-test",1,"emis",^ESCT1300228,^ESCT1300228,"COVID-19 confirmed by laboratory test GP COVID-19"
"covid-positive-pcr-test",1,"emis",^ESCT1348316,^ESCT1348316,"2019-nCoV (novel coronavirus) ribonucleic acid detected"
"covid-positive-pcr-test",1,"emis",^ESCT1301223,^ESCT1301223,"Detection of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) using polymerase chain reaction technique"
"covid-positive-pcr-test",1,"emis",^ESCT1348359,^ESCT1348359,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive at the limit of detection"
"covid-positive-pcr-test",1,"emis",^ESCT1299053,^ESCT1299053,"Detection of 2019-nCoV (novel coronavirus) using polymerase chain reaction technique"
"covid-positive-pcr-test",1,"emis",^ESCT1300228,^ESCT1300228,"COVID-19 confirmed by laboratory test"
"covid-positive-pcr-test",1,"emis",^ESCT1348359,^ESCT1348359,"SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) RNA (ribonucleic acid) detection result positive at the limit of detection"
"covid-positive-pcr-test",1,"readv2",4J3R6,4J3R6,"SARS-CoV-2 RNA pos lim detect"
"covid-positive-pcr-test",1,"readv2",A7952,A7952,"COVID-19 confirmed by laboratory test"
