All clinical codes used by this project.
NB. This file is auto-generated.
Some clinical codes become garbled when opening csv files in MS Excel. This is because Excel attempts to convert them to a number. For example SNOMED codes above 11 digits appear in scientific notation format (1.03e11) while Read codes with a trailing decimal point such as '1371.' lose the '.' and becomes 1371
To get round this we provide the clinical codes in two columns:
- The [Code] column contains the raw values and can be used if this file is viewed in a text editor or processed by statistical software.
- The [ExcelCode] column behaves when opened in Excel and is to be used if the column needs to be copy/pasted

Name,Version,Terminology,Code,ExcelCode,Description
"bmi",2,"ctv3",22K..,22K..,"Body Mass Index"
"bmi",2,"ctv3",X76CO,X76CO,"Quetelet index"
"bmi",2,"ctv3",Xa7wG,Xa7wG,"Observation of body mass index"
"bmi",2,"ctv3",XaZcl,XaZcl,"Baseline body mass index"
"bmi",2,"emis",^ESCT1192336,^ESCT1192336,"Finding of body mass index"
"bmi",2,"emis",^ESCTBA828699,^ESCTBA828699,"Baseline BMI (body mass index)"
"bmi",2,"emis",^ESCTBM348480,^ESCTBM348480,"BMI - Body mass index"
"bmi",2,"emis",^ESCTBO348478,^ESCTBO348478,"Body mass index"
"bmi",2,"emis",^ESCTFI589221,^ESCTFI589221,"Finding of BMI (body mass index)"
"bmi",2,"emis",^ESCTOB589220,^ESCTOB589220,"Observation of body mass index"
"bmi",2,"emis",^ESCTQU348481,^ESCTQU348481,"Quetelet index"
"bmi",2,"readv2",22K..00,22K..00,"Body Mass Index"
"bmi",2,"readv2",22KB.00,22KB.00,"Baseline body mass index"
"bmi",2,"snomed",301331008,"=""301331008""","Finding of body mass index (finding)"
"bmi",2,"snomed",60621009,"=""60621009""","Body mass index (observable entity)"
"bmi",2,"snomed",846931000000101,"=""846931000000101""","Baseline body mass index (observable entity)"
"hba1c",2,"ctv3",XaERp,XaERp,"HbA1c level (DCCT aligned)"
"hba1c",2,"ctv3",XaPbt,XaPbt,"HbA1c levl - IFCC standardised"
"hba1c",2,"ctv3",42W5.,42W5.,"Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised"
"hba1c",2,"ctv3",42W4.,42W4.,"HbA1c level (DCCT aligned)"
"hba1c",2,"readv2",42W5.00,42W5.00,"Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised"
"hba1c",2,"readv2",42W4.00,42W4.00,"HbA1c level (DCCT aligned)"
